"Sex","First Name","Last Name","Type","Email","Mobile Phone","Organisation","Branch","Office Phone","Office","Job Title","Home Address","Home Country","Home L1","Home L2","Home L3","Home Lat","Home Lon"
"Ms.","Florinda","Elo","Volunteer","florinda.elo@hotmail.com","+(670) 1557-1764","Timor-Leste Red Cross Society",,,,,"Mumana","TL","Baucau","Quelicai","Abafala",-8.56498,126.56328
"Ms.","Juliana","Pinto Soares","Volunteer","juliana.pintosoares@gmail.com","+(670) 7359-5886","Timor-Leste Red Cross Society",,,,,"Watubau","TL","Liquiçá","Maubara","Vatuvou",-8.64984,125.26259
"Ms.","Rita","Ximenes","Volunteer","rita.ximenes@yahoo.com","+(670) 3753-9749","Timor-Leste Red Cross Society",,,,,"Raefun","TL","Bobonaro","Maliana","Raifun",-8.9974,125.28513
"Mr.","Juvenal","Baros","Volunteer","juvenal.baros@hotmail.com","+(670) 2293-4886","Timor-Leste Red Cross Society",,,,,"Biahian","TL","Bobonaro","Atabae","Aidabaleten",-8.86252,125.04673
"Mr.","Jaime","Liub","Volunteer","jaime.liub@gmail.com","+(670) 8159-4126","Timor-Leste Red Cross Society",,,,,"Hueleo","TL","Oecusse","Passabe","Abani",-9.45556,124.34698
"Mr.","Cesar","da Silva","Volunteer","cesar.dasilva@yahoo.com","+(670) 6849-1717","Timor-Leste Red Cross Society",,,,,"Berame","TL","Bobonaro","Balibo","Balibo Vila",-8.9645,125.05208
"Mr.","Filomeno","Pala","Volunteer","filomeno.pala@hotmail.com","+(670) 7536-6736","Timor-Leste Red Cross Society",,,,,"Lebo","TL","Covalima","Fatumean","Belulic Leten",-9.22988,125.03244
"Mr.","George","Rilo","Volunteer","george.rilo@gmail.com","+(670) 4214-8012","Timor-Leste Red Cross Society",,,,,"Karetamute","TL","Covalima","Zumalai","Tashilin",-9.17797,125.43813
"Mr.","Eli","Rogerio","Volunteer","eli.rogerio@yahoo.com","+(670) 1758-1803","Timor-Leste Red Cross Society",,,,,"Maluro","TL","Baucau","Quelicai","Laisorolai de Cima",-8.65934,126.5251
"Mr.","Sebastiao","Bercamns","Volunteer","sebastiao.bercamns@hotmail.com","+(670) 1113-7665","Timor-Leste Red Cross Society",,,,,"Nisapenu","TL","Oecusse","Pante Macasar","Costa",-9.19479,124.38091
"Mr.","Paulino","da Costa Mariz","Volunteer","paulino.dacostamariz@gmail.com","+(670) 7864-2359","Timor-Leste Red Cross Society",,,,,"Biacau","TL","Bobonaro","Atabae","Aidabaleten",-8.83384,125.05694
"Mr.","Guilherme","Marques","Volunteer","guilherme.marques@yahoo.com","+(670) 1845-8704","Timor-Leste Red Cross Society",,,,,"Fatukbitiklaran","TL","Covalima","Fohorem","Fohoren",-9.28149,125.09154
"Mr.","Heitor","de Almeida","Volunteer","heitor.dealmeida@hotmail.com","+(670) 6197-6546","Timor-Leste Red Cross Society",,,,,"Laukfoan","TL","Oecusse","Pante Macasar","Costa",-9.3031,124.44013
"Mr.","Sandra","F. Branco","Volunteer","sandra.f.branco@gmail.com","+(670) 5227-7438","Timor-Leste Red Cross Society",,,,,"Nelouai","TL","Baucau","Laga","Atelari",-8.56709,126.7081
"Mr.","Apolinario","Xareal","Volunteer","apolinario.xareal@yahoo.com","+(670) 8408-8838","Timor-Leste Red Cross Society",,,,,"Tuinmolo","TL","Oecusse","Pante Macasar","Taiboco",-9.22646,124.26667
"Mr.","Kevin","Jaelani","Volunteer","kevin.jaelani@hotmail.com","+(670) 8971-4925","Timor-Leste Red Cross Society",,,,,"Vasotoi","TL","Lautém","Lautém","Daudare",-8.4507,126.8235
"Mr.","Emidia","da Costa","Volunteer","emidia.dacosta@gmail.com","+(670) 2289-7790","Timor-Leste Red Cross Society",,,,,"Serankotek","TL","Covalima","Suai","Debos",-9.32666,125.23611
"Mr.","Ruben","Brites","Volunteer","ruben.brites@yahoo.com","+(670) 4270-5799","Timor-Leste Red Cross Society",,,,,"Makdean","TL","Viqueque","Viqueque","Uma Quic",-8.87764,126.369
"Mr.","Fernanda","Solposto","Volunteer","fernanda.solposto@hotmail.com","+(670) 8908-5289","Timor-Leste Red Cross Society",,,,,"Samalari","TL","Viqueque","Ossu","Nahareca",-8.69848,126.48075
"Mr.","Moises","Pinto","Volunteer","moises.pinto@gmail.com","+(670) 5207-3566","Timor-Leste Red Cross Society",,,,,"Vataomar","TL","Lautém","Iliomar","Fuat",-8.687,126.86009
"Mr.","Luis","de Jesus","Volunteer","luis.dejesus@yahoo.com","+(670) 8507-8529","Timor-Leste Red Cross Society",,,,,"Fot","TL","Oecusse","Passabe","Abani",-9.4698,124.34225
"Ms.","Mónica","Goncalves","Volunteer","monica.goncalves@hotmail.com","+(670) 9954-5859","Timor-Leste Red Cross Society",,,,,"Weluli","TL","Covalima","Fohorem","Dato Rua",-9.27705,125.06487
"Mr.","Cornelio","Barros dos Reis","Volunteer","cornelio.barrosdosreis@gmail.com","+(670) 1412-9927","Timor-Leste Red Cross Society",,,,,"Talaubu","TL","Bobonaro","Bobonaro","Cotabot",-9.01109,125.38192
"Mr.","Catarina","da Costa Oliveira","Volunteer","catarina.dacostaoliveira@yahoo.com","+(670) 2102-8058","Timor-Leste Red Cross Society",,,,,"Carbulai","TL","Manufahi","Same","Holarua",-8.95417,125.65139
"Mr.","Celestino","Amaral","Volunteer","celestino.amaral@hotmail.com","+(670) 8671-1617","Timor-Leste Red Cross Society",,,,,"Aimia","TL","Bobonaro","Cailaco","Purugoa",-8.79769,125.24327
"Ms.","Meliana","Zacarias","Volunteer","meliana.zacarias@gmail.com","+(670) 8583-7763","Timor-Leste Red Cross Society",,,,,"Noetoko","TL","Oecusse","Nitibe","Banafi",-9.37222,124.30556
"Mr.","Bonifacio","Albuquequer","Volunteer","bonifacio.albuquequer@yahoo.com","+(670) 7930-5940","Timor-Leste Red Cross Society",,,,,"Kampungbaru","TL","Liquiçá","Bazartete","Ulmera",-8.57256,125.44723
"Ms.","Sofia","Otilia","Volunteer","sofia.otilia@hotmail.com","+(670) 7988-4867","Timor-Leste Red Cross Society",,,,,"Ailora","TL","Manufahi","Alas","Taitudac",-9.01481,125.7907
"Mr.","Julio","Polainos","Volunteer","julio.polainos@gmail.com","+(670) 9742-5092","Timor-Leste Red Cross Society",,,,,"Abo-Lir","TL","Baucau","Quelicai","Laisorolai de Cima",-8.63592,126.56772
"Ms.","Mafalda","Macedo","Volunteer","mafalda.macedo@yahoo.com","+(670) 5917-1968","Timor-Leste Red Cross Society",,,,,"Kelisifu","TL","Liquiçá","Maubara","Vatuboro",-8.65358,125.11878
"Mr.","Herculano","Moises","Volunteer","herculano.moises@hotmail.com","+(670) 6448-2058","Timor-Leste Red Cross Society",,,,,"Batueru","TL","Ermera","Atsabe","Batumanu",-8.9568,125.37484
"Ms.","Joaninha","Horta","Volunteer","joaninha.horta@gmail.com","+(670) 7964-8692","Timor-Leste Red Cross Society",,,,,"Haturema","TL","Ermera","Ermera","Estado",-8.78747,125.4292
"Mr.","Marcos","Gohan","Volunteer","marcos.gohan@yahoo.com","+(670) 1576-4454","Timor-Leste Red Cross Society",,,,,"Raifila","TL","Covalima","Zumalai","Raimea",-9.17768,125.46858
"Mr.","Edi","Ramos","Volunteer","edi.ramos@hotmail.com","+(670) 6760-6328","Timor-Leste Red Cross Society",,,,,"Kaporo","TL","Lautém","Lautém","Maina II",-8.39192,126.91431
"Mr.","Custodio","de Carvalho","Volunteer","custodio.decarvalho@gmail.com","+(670) 5926-5813","Timor-Leste Red Cross Society",,,,,"Roruli","TL","Aileu","Remexio","Tulataqueo",-8.63093,125.74024
"Ms.","Carlota","Fahik Batak","Volunteer","carlota.fahikbatak@yahoo.com","+(670) 2001-9096","Timor-Leste Red Cross Society",,,,,"Umaanaico","TL","Viqueque","Ossu","Ossu de Cima",-8.74062,126.37333
"Mr.","Adelino","Maia","Volunteer","adelino.maia@hotmail.com","+(670) 4892-8097","Timor-Leste Red Cross Society",,,,,"Raeme","TL","Liquiçá","Maubara","Vatuvou",-8.6389,125.26465
"Mr.","Joel","Moio","Volunteer","joel.moio@gmail.com","+(670) 2405-3491","Timor-Leste Red Cross Society",,,,,"Gulala","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.1762,125.6613
"Mr.","Agostinho","Sereno","Volunteer","agostinho.sereno@yahoo.com","+(670) 1418-2686","Timor-Leste Red Cross Society",,,,,"Chaiuacha Baru","TL","Lautém","Lospalos","Fuiloro",-8.52942,126.98185
"Mr.","Lucas","Gorette","Volunteer","lucas.gorette@hotmail.com","+(670) 6363-1594","Timor-Leste Red Cross Society",,,,,"Tirilolo","TL","Lautém","Iliomar","Tirilolo",-8.69537,126.81376
"Ms.","Daniela","Alex","Volunteer","daniela.alex@gmail.com","+(670) 9341-5716","Timor-Leste Red Cross Society",,,,,"Ailebere","TL","Lautém","Iliomar","Ailebere",-8.71274,126.82146
"Ms.","Xanana","Rodriques","Volunteer","xanana.rodriques@yahoo.com","+(670) 2290-3678","Timor-Leste Red Cross Society",,,,,"Fatuuk","TL","Manatuto","Laclubar","Sanana'in",-8.64044,125.97612
"Mr.","Dominikus","da Cunha","Volunteer","dominikus.dacunha@hotmail.com","+(670) 4332-3390","Timor-Leste Red Cross Society",,,,,"Klaetlau","TL","Ermera","Ermera","Estado",-8.77599,125.44035
"Ms.","Emilio","Mondego","Volunteer","emilio.mondego@gmail.com","+(670) 1498-8657","Timor-Leste Red Cross Society",,,,,"Holgeda","TL","Covalima","Zumalai","Tashilin",-9.1907,125.42756
"Mr.","Venancio","Paulo","Volunteer","venancio.paulo@yahoo.com","+(670) 2476-5580","Timor-Leste Red Cross Society",,,,,"Taradae","TL","Viqueque","Watulari","Vessoru",-8.73515,126.64025
"Mr.","Duarte","Rafael","Volunteer","duarte.rafael@hotmail.com","+(670) 9836-4657","Timor-Leste Red Cross Society",,,,,"Manu Amang","TL","Bobonaro","Maliana","Tapo/Memo",-8.96007,125.11592
"Mr.","Lino","Gomes","Volunteer","lino.gomes@gmail.com","+(670) 3510-9069","Timor-Leste Red Cross Society",,,,,"Biahian","TL","Bobonaro","Atabae","Aidabaleten",-8.86252,125.04673
"Mr.","José","da Vidigal","Volunteer","jose.davidigal@yahoo.com","+(670) 4960-4185","Timor-Leste Red Cross Society",,,,,"Kiubiole","TL","Oecusse","Oesilo","Bobometo",-9.37604,124.34891
"Mr.","Cipriano","Jose da C.","Volunteer","cipriano.josedac@hotmail.com","+(670) 8615-4180","Timor-Leste Red Cross Society",,,,,"Karetamute","TL","Covalima","Zumalai","Tashilin",-9.17797,125.43813
"Mr.","Quito","Martins","Volunteer","quito.martins@gmail.com","+(670) 9948-2226","Timor-Leste Red Cross Society",,,,,"Sonomnasi","TL","Oecusse","Pante Macasar","Cunha",-9.3085,124.32566
"Mr.","Hermengildo","dos Santos","Volunteer","hermengildo.dossantos@yahoo.com","+(670) 6964-7376","Timor-Leste Red Cross Society",,,,,"Kaporo","TL","Lautém","Lautém","Maina II",-8.39192,126.91431
"Mr.","Johanes","Alves","Volunteer","johanes.alves@hotmail.com","+(670) 8903-3965","Timor-Leste Red Cross Society",,,,,"Hautbititalau","TL","Aileu","Liquidoe","Namoleso",-8.72248,125.65755
"Mr.","Clementino","Saboga","Volunteer","clementino.saboga@gmail.com","+(670) 4042-6953","Timor-Leste Red Cross Society",,,,,"Lakonalbabu","TL","Covalima","Suai","Debos",-9.33831,125.20616
"Mr.","Noti","Batuca","Volunteer","noti.batuca@yahoo.com","+(670) 7126-6311","Timor-Leste Red Cross Society",,,,,"Uatumissa","TL","Baucau","Venilale","Uaiolo",-8.66471,126.42423
"Mr.","Edilirio","Noel Sila","Volunteer","edilirio.noelsila@hotmail.com","+(670) 2060-1532","Timor-Leste Red Cross Society",,,,,"Oemolo","TL","Oecusse","Pante Macasar","Lifau",-9.22737,124.31103
"Mr.","Angelino","Ximenes","Volunteer","angelino.ximenes@gmail.com","+(670) 5585-6222","Timor-Leste Red Cross Society",,,,,"Biseo","TL","Oecusse","Pante Macasar","Cunha",-9.25821,124.32649
"Mr.","Lourenco","Quefi","Volunteer","lourenco.quefi@yahoo.com","+(670) 6091-8888","Timor-Leste Red Cross Society",,,,,"Lauhare","TL","Baucau","Baguia","Lari Sula",-8.63714,126.72978
"Mr.","Mario","Mali Mau","Volunteer","mario.malimau@hotmail.com","+(670) 9984-3462","Timor-Leste Red Cross Society",,,,,"Caidabu","TL","Lautém","Iliomar","Fuat",-8.63494,126.84219
"Mr.","Donato","Zolo","Volunteer","donato.zolo@gmail.com","+(670) 8514-6063","Timor-Leste Red Cross Society",,,,,"Nunudoi","TL","Bobonaro","Atabae","Atabae",-8.79555,125.2106
"Ms.","Joana","Gusmão","Volunteer","joana.gusmao@yahoo.com","+(670) 4453-1794","Timor-Leste Red Cross Society",,,,,"Aiaras","TL","Bobonaro","Bobonaro","Soilesu",-9.00278,125.35278
"Mr.","Francisco","de Araujo","Volunteer","francisco.dearaujo@hotmail.com","+(670) 3902-6177","Timor-Leste Red Cross Society",,,,,"Marae","TL","Viqueque","Uatucarbau","Afaloicai",-8.65549,126.63834
"Mr.","Sergio","Aparicio","Volunteer","sergio.aparicio@gmail.com","+(670) 7303-3044","Timor-Leste Red Cross Society",,,,,"Mauneno","TL","Ainaro","Ainaro","Mau-Nuno",-9.0433,125.47628
"Ms.","Ercia","Botelheiro","Volunteer","ercia.botelheiro@yahoo.com","+(670) 1296-9274","Timor-Leste Red Cross Society",,,,,"Matanova","TL","Ermera","Hatolia","Fatubessi",-8.73846,125.32105
"Ms.","Telma","Belo","Volunteer","telma.belo@hotmail.com","+(670) 8463-2073","Timor-Leste Red Cross Society",,,,,"Codo","TL","Lautém","Lautém","Maina II",-8.46687,126.8817
"Mr.","Durcelina","Goveia Leite","Volunteer","durcelina.goveialeite@gmail.com","+(670) 2220-4229","Timor-Leste Red Cross Society",,,,,"Samanaro","TL","Liquiçá","Maubara","Vatuvou",-8.64359,125.23961
"Mr.","Tomas","Idalina","Volunteer","tomas.idalina@yahoo.com","+(670) 1712-6018","Timor-Leste Red Cross Society",,,,,"Perumnas","TL","Dili","Dom Aleixo","Bairo Pite",-8.5625,125.56306
"Mr.","Vidiana","Nunes","Volunteer","vidiana.nunes@hotmail.com","+(670) 3832-7740","Timor-Leste Red Cross Society",,,,,"Nunuhle","TL","Oecusse","Pante Macasar","Naimeco",-9.28611,124.37778
"Ms.","Abril","Cromos","Volunteer","abril.cromos@gmail.com","+(670) 5045-9914","Timor-Leste Red Cross Society",,,,,"Raisoro","TL","Ainaro","Hatu-Udo","Leolima",-9.13087,125.59697
"Mr.","Augusto","Domingas","Volunteer","augusto.domingas@yahoo.com","+(670) 3910-8049","Timor-Leste Red Cross Society",,,,,"Borala","TL","Viqueque","Ossu","Ossu de Cima",-8.73989,126.38879
"Ms.","Graciano","Cune","Volunteer","graciano.cune@hotmail.com","+(670) 7246-1850","Timor-Leste Red Cross Society",,,,,"Uatolari","TL","Viqueque","Watulari","Babulo",-8.76294,126.57803
"Mr.","Domingos","Diamentino","Volunteer","domingos.diamentino@gmail.com","+(670) 5503-8932","Timor-Leste Red Cross Society",,,,,"Uagabuta","TL","Viqueque","Uatucarbau","Irabin de Baixo",-8.70417,126.69306
"Mr.","Abelito","Martins","Volunteer","abelito.martins@yahoo.com","+(670) 3597-8839","Timor-Leste Red Cross Society",,,,,"Koilima","TL","Bobonaro","Atabae","Atabae",-8.83898,125.19505
"Mr.","Agapito","Gouveia Leite","Volunteer","agapito.gouveialeite@hotmail.com","+(670) 8680-3419","Timor-Leste Red Cross Society",,,,,"Bazartete","TL","Liquiçá","Bazartete","Fatumasi",-8.62572,125.38338
"Mr.","Acacio","Salvador","Volunteer","acacio.salvador@gmail.com","+(670) 3399-5606","Timor-Leste Red Cross Society",,,,,"Mabelis","TL","Bobonaro","Bobonaro","Leber",-9.09938,125.2738
"Mr.","Natalino","Rosmaninho","Volunteer","natalino.rosmaninho@yahoo.com","+(670) 8941-3383","Timor-Leste Red Cross Society",,,,,"Alooli","TL","Viqueque","Uatucarbau","Afaloicai",-8.692,126.64028
"Ms.","Isabel","dos Santos Barros","Volunteer","isabel.dossantosbarros@hotmail.com","+(670) 2432-3048","Timor-Leste Red Cross Society",,,,,"Flarsima","TL","Liquiçá","Maubara","Vatuboro",-8.70052,125.10796
"Ms.","Beatriz","Direitinho","Volunteer","beatriz.direitinho@gmail.com","+(670) 9826-3933","Timor-Leste Red Cross Society",,,,,"Areain","TL","Manatuto","Laclubar","Batara",-8.73618,125.91627
"Mr.","Marcelino","Vicente","Volunteer","marcelino.vicente@yahoo.com","+(670) 1735-5591","Timor-Leste Red Cross Society",,,,,"Defadae","TL","Baucau","Quelicai","Macalaco",-8.58333,126.52222
"Mr.","Marcelo","Salsinha Barreto","Volunteer","marcelo.salsinhabarreto@hotmail.com","+(670) 4648-7036","Timor-Leste Red Cross Society",,,,,"Baduro","TL","Lautém","Lautém","Baduro",-8.45349,126.89121
"Mr.","Justiano","Marques","Volunteer","justiano.marques@gmail.com","+(670) 1474-2116","Timor-Leste Red Cross Society",,,,,"Culugia","TL","Baucau","Quelicai","Guruca",-8.57694,126.60164
"Ms.","Soraia","Soares","Volunteer","soraia.soares@yahoo.com","+(670) 6993-8083","Timor-Leste Red Cross Society",,,,,"Waidua","TL","Baucau","Baucau","Samalari",-8.52827,126.4811
"Mr.","Lucio","Xavier","Volunteer","lucio.xavier@hotmail.com","+(670) 3016-8414","Timor-Leste Red Cross Society",,,,,"Lemano","TL","Manufahi","Turiscai","Caimauc",-8.81389,125.70556
"Ms.","Clàudia","Matos","Volunteer","claudia.matos@gmail.com","+(670) 1390-4054","Timor-Leste Red Cross Society",,,,,"Fasili","TL","Liquiçá","Maubara","Vatuboro",-8.65977,125.11422
"Ms.","Adriana","Hildeberto","Volunteer","adriana.hildeberto@yahoo.com","+(670) 5889-8592","Timor-Leste Red Cross Society",,,,,"Mata","TL","Lautém","Lautém","Com",-8.35651,127.0575
"Ms.","Elly","Fernandes Baptista","Volunteer","elly.fernandesbaptista@hotmail.com","+(670) 8184-6671","Timor-Leste Red Cross Society",,,,,"Oepoko","TL","Oecusse","Pante Macasar","Lalisuc",-9.24436,124.35078
"Mr.","Orlando","Guterres","Volunteer","orlando.guterres@gmail.com","+(670) 8062-8603","Timor-Leste Red Cross Society",,,,,"Laklo","TL","Ermera","Atsabe","Laclo",-8.92624,125.40066
"Mr.","Yakobus","Tilman","Volunteer","yakobus.tilman@yahoo.com","+(670) 1260-7640","Timor-Leste Red Cross Society",,,,,"Tarmausoru","TL","Ermera","Railaco","Matata",-8.69496,125.397
"Mr.","Abrao","Fatima Rebelo","Volunteer","abrao.fatimarebelo@hotmail.com","+(670) 2637-5078","Timor-Leste Red Cross Society",,,,,"Boralai","TL","Baucau","Quelicai","Afaca",-8.55183,126.60256
"Ms.","Mariana","Peneda","Volunteer","mariana.peneda@gmail.com","+(670) 6453-5673","Timor-Leste Red Cross Society",,,,,"Tirilolo","TL","Baucau","Laga","Libagua",-8.49853,126.65531
"Mr.","Andreia","Barreto","Volunteer","andreia.barreto@yahoo.com","+(670) 3757-3296","Timor-Leste Red Cross Society",,,,,"Fatubesi","TL","Manufahi","Fatuberliu","Clacuc",-9.02896,125.99788
"Ms.","Maria","Saboga","Volunteer","maria.saboga@hotmail.com","+(670) 6860-1356","Timor-Leste Red Cross Society",,,,,"Aimutin Laran","TL","Dili","Dom Aleixo","Comoro",-8.56115,125.54337
"Ms.","Mariano","Lafu","Volunteer","mariano.lafu@gmail.com","+(670) 4309-9874","Timor-Leste Red Cross Society",,,,,"Raicala","TL","Ermera","Letefoho","Eraulo",-8.79031,125.43571
"Mr.","Apolonius","Bruno","Volunteer","apolonius.bruno@yahoo.com","+(670) 7144-1904","Timor-Leste Red Cross Society",,,,,"Hoineuai","TL","Baucau","Vemase","Ossoala",-8.58611,126.34028
"Mr.","Aleixo","Maria","Volunteer","aleixo.maria@hotmail.com","+(670) 9368-9258","Timor-Leste Red Cross Society",,,,,"Lebumeo","TL","Ermera","Hatolia","Fatubessi",-8.74444,125.30365
"Mr.","Erculano","Dias Gomes","Volunteer","erculano.diasgomes@gmail.com","+(670) 8733-2747","Timor-Leste Red Cross Society",,,,,"Badutmean","TL","Bobonaro","Balibo","Batugade",-8.989,124.94494
"Ms.","Vanessa","Baptista","Volunteer","vanessa.baptista@yahoo.com","+(670) 7938-8827","Timor-Leste Red Cross Society",,,,,"Serenica","TL","Lautém","Lautém","Parlamento",-8.34689,126.94464
"Mr.","Eduarda","de Deus","Volunteer","eduarda.dedeus@hotmail.com","+(670) 1090-8337","Timor-Leste Red Cross Society",,,,,"Lori","TL","Lautém","Lospalos","Lore I",-8.66152,127.02607
"Ms.","Jessica","Adevinha","Volunteer","jessica.adevinha@gmail.com","+(670) 8096-7174","Timor-Leste Red Cross Society",,,,,"Lourbaleten","TL","Bobonaro","Bobonaro","Lourba",-9.01506,125.3558
"Mr.","Manuel","Urbana","Volunteer","manuel.urbana@yahoo.com","+(670) 3042-1766","Timor-Leste Red Cross Society",,,,,"Bono","TL","Oecusse","Oesilo","Usi-Tacae",-9.37129,124.34711
"Mr.","Marito","Arriaga","Volunteer","marito.arriaga@hotmail.com","+(670) 9338-7958","Timor-Leste Red Cross Society",,,,,"Kelapa","TL","Liquiçá","Liquiçá","Dato",-8.58979,125.31077
"Mr.","Martinho","Hendrigue Pinto","Volunteer","martinho.hendriguepinto@gmail.com","+(670) 3380-3209","Timor-Leste Red Cross Society",,,,,"Hatupae","TL","Ainaro","Maubisse","Maubisse",-8.83023,125.59742
"Mr.","Leonito","Polido","Volunteer","leonito.polido@yahoo.com","+(670) 7914-6312","Timor-Leste Red Cross Society",,,,,"Boleha","TL","Baucau","Laga","Tequino Mata",-8.50486,126.62209
"Mr.","Antonio","Licinia","Volunteer","antonio.licinia@hotmail.com","+(670) 9211-2051","Timor-Leste Red Cross Society",,,,,"Kailoi","TL","Viqueque","Viqueque","Bahalarauain",-8.91236,126.27774
"Mr.","Afonso","Antonio Belo","Volunteer","afonso.antoniobelo@gmail.com","+(670) 1324-6754","Timor-Leste Red Cross Society",,,,,"Dalari","TL","Lautém","Luro","Cotamutu",-8.50932,126.83462
"Ms.","Liliana","Vidigal dos Santos","Volunteer","liliana.vidigaldossantos@yahoo.com","+(670) 7625-8271","Timor-Leste Red Cross Society",,,,,"Rehatun","TL","Manatuto","Laclubar","Sanana'in",-8.64154,125.97547
"Ms.","Margarida","Clara","Volunteer","margarida.clara@hotmail.com","+(670) 6462-3365","Timor-Leste Red Cross Society",,,,,"Uaitutumata","TL","Viqueque","Ossu","Uaguia",-8.7687,126.40887
"Mr.","Agusto","Pedro Pinto","Volunteer","agusto.pedropinto@gmail.com","+(670) 9189-2076","Timor-Leste Red Cross Society",,,,,"Santacruz","TL","Ermera","Hatolia","Hatolia",-8.81278,125.31882
"Mr.","Januario","da Costa Belo","Volunteer","januario.dacostabelo@yahoo.com","+(670) 1803-6098","Timor-Leste Red Cross Society",,,,,"Motaulun Barat","TL","Dili","Nain Feto","Lahane Oriental",-8.57383,125.59158
"Mr.","Marcus","de Deus Gomes","Volunteer","marcus.dedeusgomes@hotmail.com","+(670) 4424-9757","Timor-Leste Red Cross Society",,,,,"Lari-Ledana","TL","Baucau","Laga","Saelari",-8.47683,126.70854
"Mr.","Abel","Helena","Volunteer","abel.helena@gmail.com","+(670) 1702-7643","Timor-Leste Red Cross Society",,,,,"Vatuleurai","TL","Liquiçá","Maubara","Vatuboro",-8.71668,125.13019
"Ms.","Diana","Nunes","Volunteer","diana.nunes@yahoo.com","+(670) 1788-7912","Timor-Leste Red Cross Society",,,,,"Oebu","TL","Oecusse","Passabe","Abani",-9.46424,124.31634
"Mr.","Goku","Cardoso","Volunteer","goku.cardoso@hotmail.com","+(670) 3447-2680","Timor-Leste Red Cross Society",,,,,"Karomate","TL","Dili","Cristo Rei","Becora",-8.57432,125.61655
"Mr.","Alegria","Pereira","Volunteer","alegria.pereira@gmail.com","+(670) 2079-7959","Timor-Leste Red Cross Society",,,,,"Uaiboila","TL","Baucau","Baucau","Triloca",-8.52094,126.34953
"Ms.","Manuela","Ojeda","Volunteer","manuela.ojeda@yahoo.com","+(670) 2478-5647","Timor-Leste Red Cross Society",,,,,"Kirilelo","TL","Ermera","Letefoho","Lauana",-8.8875,125.425
"Mr.","Dinis","da Costa Lopes","Volunteer","dinis.dacostalopes@hotmail.com","+(670) 8982-6898","Timor-Leste Red Cross Society",,,,,"Locoliu","TL","Baucau","Quelicai","Locoliu",-8.61147,126.57092
"Mr.","Guido","de Oliveira","Volunteer","guido.deoliveira@gmail.com","+(670) 9155-1865","Timor-Leste Red Cross Society",,,,,"Ouelae","TL","Aileu","Aileu Vila","Hoholau",-8.76252,125.48092
"Mr.","Miguel","Sevinate","Volunteer","miguel.sevinate@yahoo.com","+(670) 4035-2532","Timor-Leste Red Cross Society",,,,,"Rileko","TL","Ainaro","Maubisse","Maubisse",-8.83205,125.59131
"Mr.","Carlito","Roleto","Volunteer","carlito.roleto@hotmail.com","+(670) 8450-1524","Timor-Leste Red Cross Society",,,,,"Kunsabibi","TL","Covalima","Fatumean","Belulic Leten",-9.24706,125.01059
"Mr.","Joao","Jose","Volunteer","joao.jose@gmail.com","+(670) 2640-7293","Timor-Leste Red Cross Society",,,,,"Kaitarahei","TL","Ermera","Railaco","Fatuquero",-8.6995,125.44861
"Mr.","Paulo","Freitas","Volunteer","paulo.freitas@yahoo.com","+(670) 2852-7404","Timor-Leste Red Cross Society",,,,,"Maubesi","TL","Covalima","Fohorem","Fohoren",-9.28816,125.11634
"Mr.","Josefa","de Fatima","Volunteer","josefa.defatima@hotmail.com","+(670) 9538-6527","Timor-Leste Red Cross Society",,,,,"Boromata","TL","Dili","Vera Cruz","Dare",-8.60139,125.58342
"Mr.","Lauriano","Chilro","Volunteer","lauriano.chilro@gmail.com","+(670) 8815-7203","Timor-Leste Red Cross Society",,,,,"Manehat","TL","Manatuto","Barique/Natarbora","Manehat",-8.91313,125.96735
"Ms.","Joana","Caldeira","Volunteer","joana.caldeira@yahoo.com","+(670) 1436-1662","Timor-Leste Red Cross Society",,,,,"Lale","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.12594,125.6593
"Mr.","Alcino","Uva","Volunteer","alcino.uva@hotmail.com","+(670) 5002-2737","Timor-Leste Red Cross Society",,,,,"Manulak","TL","Viqueque","Viqueque","Caraubalo",-8.85187,126.36466
"Mr.","Nuno","Boavida","Volunteer","nuno.boavida@gmail.com","+(670) 6788-4988","Timor-Leste Red Cross Society",,,,,"Pafuloain","TL","Viqueque","Watulari","Macadique",-8.83731,126.51925
"Mr.","Paul","Godinho","Volunteer","paul.godinho@yahoo.com","+(670) 4664-9712","Timor-Leste Red Cross Society",,,,,"Ossufaso","TL","Lautém","Luro","Luro",-8.54715,126.83158
"Ms.","Alexandra","Adevinha","Volunteer","alexandra.adevinha@hotmail.com","+(670) 6042-5970","Timor-Leste Red Cross Society",,,,,"Dato","TL","Liquiçá","Liquiçá","Dato",-8.59444,125.32917
"Ms.","Sirilia","Cabecinhas","Volunteer","sirilia.cabecinhas@gmail.com","+(670) 3607-6761","Timor-Leste Red Cross Society",,,,,"Mocububo","TL","Baucau","Quelicai","Locoliu",-8.62273,126.57179
"Mr.","Nilton","Elo","Volunteer","nilton.elo@yahoo.com","+(670) 9057-7714","Timor-Leste Red Cross Society",,,,,"Lacoloroho","TL","Viqueque","Uatucarbau","Uani Uma",-8.72352,126.6784
"Ms.","Joaquim","Pinto Soares","Volunteer","joaquim.pintosoares@hotmail.com","+(670) 7971-4228","Timor-Leste Red Cross Society",,,,,"Kutulau","TL","Liquiçá","Bazartete","Leorema",-8.64583,125.37778
