"Sex","First Name","Last Name","Type","Email","Mobile Phone","Organisation","Acronym","Office Phone","Office","Title","Home Address","Home Country","Home L1","Home L2","Home L3","Home Lat","Home Lon"
"Mr.","Jaime","de Fatima ","Volunteer","jaime.defatima@gmail.com","+(670) 2130-1488","Timor-Leste Red Cross Society","CVTL",,,,"Umasurat","TL","Manatuto","Laclo","Lacumesac",-8.55565,125.91511
"Mr.","Cornelio","de Deus Gomes","Volunteer","cornelio.dedeusgomes@yahoo.com","+(670) 6830-3894","Timor-Leste Red Cross Society","CVTL",,,,"Mausormata","TL","Ermera","Letefoho","Catrai-Craic",-8.89028,125.44028
"Mr.","Clementino","Amaral ","Volunteer","clementino.amaral@hotmail.com","+(670) 4519-2508","Timor-Leste Red Cross Society","CVTL",,,,"Nunufu","TL","Manufahi","Same","Babulo",-9.01953,125.64415
"Mr.","Jose","Hendrigue Pinto","Volunteer","jose.hendriguepinto@gmail.com","+(670) 5310-9091","Timor-Leste Red Cross Society","CVTL",,,,"Tirilolo","TL","Baucau","Laga","Libagua",-8.49853,126.65531
"Mr.","Josefa","Domingas","Volunteer","josefa.domingas@yahoo.com","+(670) 6245-6383","Timor-Leste Red Cross Society","CVTL",,,,"Maebu","TL","Baucau","Quelicai","Guruca",-8.52673,126.57807
"Ms.","Basilio","de Araujo","Volunteer","basilio.dearaujo@gmail.com","+(670) 5507-6136","Timor-Leste Red Cross Society","CVTL",,,,"Aisahe","TL","Viqueque","Viqueque","Bahalarauain",-8.91326,126.28193
"Mr.","Adriana","Gohan","Volunteer","adriana.gohan@yahoo.com","+(670) 9008-4901","Timor-Leste Red Cross Society","CVTL",,,,"Besemese","TL","Oecusse","Oesilo","Usi-Tacae",-9.36911,124.33805
"Ms.","Joao","Baptista","Volunteer","joao.baptista@yahoo.com","+(670) 5173-8192","Timor-Leste Red Cross Society","CVTL",,,,"Umaquic","TL","Viqueque","Watulari","Matahoi",-8.81584,126.52803
"Ms.","Lucas","Godinho ","Volunteer","lucas.godinho@gmail.com","+(670) 8795-7624","Timor-Leste Red Cross Society","CVTL",,,,"Sulilako","TL","Bobonaro","Balibo","Leolima",-8.92651,125.13204
"Mr.","Telma","Otilia","Volunteer","telma.otilia@gmail.com","+(670) 3187-9551","Timor-Leste Red Cross Society","CVTL",,,,"Maneklaran","TL","Viqueque","Viqueque","Bibileo",-8.96334,126.26837
"Mr.","Maria","Gorette","Volunteer","maria.gorette@hotmail.com","+(670) 8870-7627","Timor-Leste Red Cross Society","CVTL",,,,"Samalari","TL","Baucau","Baguia","Afaloicai",-8.66738,126.61634
"Ms.","Liliana","Saboga","Volunteer","liliana.saboga@gmail.com","+(670) 5051-5081","Timor-Leste Red Cross Society","CVTL",,,,"Raano","TL","Lautem","Lautem","Serelau",-8.43692,126.85422
"Ms.","Donato","Pinheiro","Volunteer","donato.pinheiro@hotmail.com","+(670) 9599-6143","Timor-Leste Red Cross Society","CVTL",,,,"Uata Tefo","TL","Baucau","Baguia","Lari Sula",-8.64444,126.7375
"Mr.","Lourenco","Liub","Volunteer","lourenco.liub@gmail.com","+(670) 3940-2100","Timor-Leste Red Cross Society","CVTL",,,,"Lokamalikau","TL","Ainaro","Maubisse","Maulau",-8.80972,125.66667
"Mr.","Diana","Zolo","Volunteer","diana.zolo@hotmail.com","+(670) 3187-8976","Timor-Leste Red Cross Society","CVTL",,,,"Waicadi","TL","Manatuto","Barique/Natarbora","Aubeon",-8.99122,126.06047
"Ms.","Josefa","Domingas","Volunteer","josefa.domingas@gmail.com","+(670) 3807-8857","Timor-Leste Red Cross Society","CVTL",,,,"Samadare","TL","Viqueque","Watulari","Afaloicai",-8.73414,126.53607
"Ms.","Augusto","Brites","Volunteer","augusto.brites@hotmail.com","+(670) 4570-2500","Timor-Leste Red Cross Society","CVTL",,,,"Uassabolo","TL","Baucau","Laga","Nunira",-8.45344,126.6285
"Mr.","Abel","Mali Mau","Volunteer","abel.malimau@hotmail.com","+(670) 1912-4924","Timor-Leste Red Cross Society","CVTL",,,,"Liquidoe","TL","Aileu","Liquidoe","Fahisoi",-8.69162,125.63678
"Ms.","Manuel","Soares","Volunteer","manuel.soares@gmail.com","+(670) 5241-5542","Timor-Leste Red Cross Society","CVTL",,,,"Bobonaro","TL","Bobonaro","Bobonaro","Bobonaro",-9.03434,125.32401
"Ms.","Filomeno","de Araujo","Volunteer","filomeno.dearaujo@gmail.com","+(670) 9352-8011","Timor-Leste Red Cross Society","CVTL",,,,"Manleoana","TL","Dili","Dom Aleixo","Bairo Pite",-8.57639,125.54333
"Ms.","Estanislao","Guterres","Volunteer","estanislao.guterres@yahoo.com","+(670) 8174-7167","Timor-Leste Red Cross Society","CVTL",,,,"Betunau","TL","Baucau","Venilale","Uma Ana Ulo",-8.59631,126.38419
"Mr.","Paulo","Antonio Belo","Volunteer","paulo.antoniobelo@gmail.com","+(670) 1631-2536","Timor-Leste Red Cross Society","CVTL",,,,"Lialaicese","TL","Baucau","Baucau","Trilolo",-8.4485,126.38771
"Mr.","Cláudia","Ximenes","Volunteer","claudia.ximenes@yahoo.com","+(670) 1474-3268","Timor-Leste Red Cross Society","CVTL",,,,"Lahuluh","TL","Bobonaro","Atabae","Hataz",-8.85911,125.18014
"Mr.","Apolinario","da Silva","Volunteer","apolinario.dasilva@yahoo.com","+(670) 1557-1764","Timor-Leste Red Cross Society","CVTL",,,,"Mumana","TL","Baucau","Quelicai","Abafala",-8.56498,126.56328
"Mr.","Noti","de Jesus Alves","Volunteer","noti.dejesusalves@hotmail.com","+(670) 7359-5886","Timor-Leste Red Cross Society","CVTL",,,,"Watubau","TL","Liquiçá","Maubara","Vatuvou",-8.64984,125.26259
"Mr.","Beatriz","Zacarias","Volunteer","beatriz.zacarias@gmail.com","+(670) 3753-9749","Timor-Leste Red Cross Society","CVTL",,,,"Raefun","TL","Bobonaro","Maliana","Raifun",-8.9974,125.28513
"Ms.","Juliana","Fatima Rebelo","Volunteer","juliana.fatimarebelo@hotmail.com","+(670) 2293-4886","Timor-Leste Red Cross Society","CVTL",,,,"Biahian","TL","Bobonaro","Atabae","Aidabaleten",-8.86252,125.04673
"Ms.","Quito","Duarte","Volunteer","quito.duarte@yahoo.com","+(670) 8159-4126","Timor-Leste Red Cross Society","CVTL",,,,"Hueleo","TL","Oecusse","Passabe","Abani",-9.45556,124.34698
"Mr.","Jaime","da Silva","Volunteer","jaime.dasilva@hotmail.com","+(670) 6849-1717","Timor-Leste Red Cross Society","CVTL",,,,"Berame","TL","Bobonaro","Balibo","Balibo Vila",-8.9645,125.05208
"Mr.","Donato","Pinheiro","Volunteer","donato.pinheiro@yahoo.com","+(670) 7536-6736","Timor-Leste Red Cross Society","CVTL",,,,"Lebo","TL","Covalima","Fatumean","Belulic Leten",-9.22988,125.03244
"Mr.","Nilton","Direitinho","Volunteer","nilton.direitinho@yahoo.com","+(670) 4214-8012","Timor-Leste Red Cross Society","CVTL",,,,"Karetamute","TL","Covalima","Zumalai","Tashilin",-9.17797,125.43813
"Mr.","Maria","Gorette","Volunteer","maria.gorette@hotmail.com","+(670) 1758-1803","Timor-Leste Red Cross Society","CVTL",,,,"Maluro","TL","Baucau","Quelicai","Laisorolai de Cima",-8.65934,126.5251
"Mr.","Eduardo","Rilo","Volunteer","eduardo.rilo@gmail.com","+(670) 1113-7665","Timor-Leste Red Cross Society","CVTL",,,,"Nisapenu","TL","Oecusse","Pante Macasar","Costa",-9.19479,124.38091
"Mr.","Mariana","Moio","Volunteer","mariana.moio@yahoo.com","+(670) 7864-2359","Timor-Leste Red Cross Society","CVTL",,,,"Biacau","TL","Bobonaro","Atabae","Aidabaleten",-8.83384,125.05694
"Mr.","Filomeno","Bruno","Volunteer","filomeno.bruno@hotmail.com","+(670) 1845-8704","Timor-Leste Red Cross Society","CVTL",,,,"Fatukbitiklaran","TL","Covalima","Fohorem","Fohoren",-9.28149,125.09154
"Mr.","Xanana","Cabecinhas","Volunteer","xanana.cabecinhas@yahoo.com","+(670) 6197-6546","Timor-Leste Red Cross Society","CVTL",,,,"Laukfoan","TL","Oecusse","Pante Macasar","Costa",-9.3031,124.44013
"Mr.","Lino","Palat","Volunteer","lino.palat@hotmail.com","+(670) 5227-7438","Timor-Leste Red Cross Society","CVTL",,,,"Nelouai","TL","Baucau","Laga","Atelari",-8.56709,126.7081
"Mr.","Mariano","de Jesus ","Volunteer","mariano.dejesus@hotmail.com","+(670) 8408-8838","Timor-Leste Red Cross Society","CVTL",,,,"Tuinmolo","TL","Oecusse","Pante Macasar","Taiboco",-9.22646,124.26667
"Mr.","Graciano","Pereira","Volunteer","graciano.pereira@hotmail.com","+(670) 8971-4925","Timor-Leste Red Cross Society","CVTL",,,,"Vasotoi","TL","Lautem","Lautem","Daudare",-8.4507,126.8235
"Mr.","Francisco","Rogerio","Volunteer","francisco.rogerio@yahoo.com","+(670) 2289-7790","Timor-Leste Red Cross Society","CVTL",,,,"Serankotek","TL","Covalima","Suai","Debos",-9.32666,125.23611
"Mr.","Xanana","Cabecinhas","Volunteer","xanana.cabecinhas@gmail.com","+(670) 4270-5799","Timor-Leste Red Cross Society","CVTL",,,,"Makdean","TL","Viqueque","Viqueque","Uma quic",-8.87764,126.369
"Mr.","Erculano","da Cunha","Volunteer","erculano.dacunha@hotmail.com","+(670) 8908-5289","Timor-Leste Red Cross Society","CVTL",,,,"Samalari","TL","Viqueque","Ossu","Nahareca",-8.69848,126.48075
"Mr.","Lourenco","Liub","Volunteer","lourenco.liub@gmail.com","+(670) 5207-3566","Timor-Leste Red Cross Society","CVTL",,,,"Vataomar","TL","Lautem","Iliomar","Fuat",-8.687,126.86009
"Mr.","Nilton","Direitinho","Volunteer","nilton.direitinho@gmail.com","+(670) 8507-8529","Timor-Leste Red Cross Society","CVTL",,,,"Fot","TL","Oecusse","Passabe","Abani",-9.4698,124.34225
"Ms.","Domingos","Cune","Volunteer","domingos.cune@gmail.com","+(670) 9954-5859","Timor-Leste Red Cross Society","CVTL",,,,"Weluli","TL","Covalima","Fohorem","Dato Rua",-9.27705,125.06487
"Ms.","Nuno","Pereira","Volunteer","nuno.pereira@gmail.com","+(670) 1412-9927","Timor-Leste Red Cross Society","CVTL",,,,"Talaubu","TL","Bobonaro","Bobonaro","Cotabot",-9.01109,125.38192
"Mr.","Domingos","Cune","Volunteer","domingos.cune@yahoo.com","+(670) 2102-8058","Timor-Leste Red Cross Society","CVTL",,,,"Carbulai","TL","Manufahi","Same","Holarua",-8.95417,125.65139
"Ms.","Mario","Moniz","Volunteer","mario.moniz@gmail.com","+(670) 8671-1617","Timor-Leste Red Cross Society","CVTL",,,,"Aimia","TL","Bobonaro","Cailaco","Purugoa",-8.79769,125.24327
"Ms.","Mariana","Moio","Volunteer","mariana.moio@yahoo.com","+(670) 8583-7763","Timor-Leste Red Cross Society","CVTL",,,,"Noetoko","TL","Oecusse","Nitibe","Banafi",-9.37222,124.30556
"Mr.","Marcos","Jose","Volunteer","marcos.jose@gmail.com","+(670) 7930-5940","Timor-Leste Red Cross Society","CVTL",,,,"Kampungbaru","TL","Liquiçá","Bazartete","Ulmera",-8.57256,125.44723
"Mr.","Apolonius","Alex","Volunteer","apolonius.alex@hotmail.com","+(670) 7988-4867","Timor-Leste Red Cross Society","CVTL",,,,"Ailora","TL","Manufahi","Alas","Taitudac",-9.01481,125.7907
"Mr.","Lucio","Moises","Volunteer","lucio.moises@hotmail.com","+(670) 9742-5092","Timor-Leste Red Cross Society","CVTL",,,,"Abo-Lir","TL","Baucau","Quelicai","Laisorolai de Cima",-8.63592,126.56772
"Mr.","Moises","Clara","Volunteer","moises.clara@yahoo.com","+(670) 5917-1968","Timor-Leste Red Cross Society","CVTL",,,,"Kelisifu","TL","Liquiçá","Maubara","Vatuboro",-8.65358,125.11878
"Mr.","Vidiana","Xareal","Volunteer","vidiana.xareal@hotmail.com","+(670) 6448-2058","Timor-Leste Red Cross Society","CVTL",,,,"Batueru","TL","Ermera","Atsabe","Batumanu",-8.9568,125.37484
"Mr.","Erculano","da Cunha","Volunteer","erculano.dacunha@gmail.com","+(670) 7964-8692","Timor-Leste Red Cross Society","CVTL",,,,"Haturema","TL","Ermera","Ermera","Estado",-8.78747,125.4292
"Mr.","Joaquim","de Carvalho","Volunteer","joaquim.decarvalho@gmail.com","+(670) 1576-4454","Timor-Leste Red Cross Society","CVTL",,,,"Raifila","TL","Covalima","Zumalai","Raimea",-9.17768,125.46858
"Mr.","Sofia","Ojeda","Volunteer","sofia.ojeda@gmail.com","+(670) 6760-6328","Timor-Leste Red Cross Society","CVTL",,,,"Kaporo","TL","Lautem","Lautem","Maina II",-8.39192,126.91431
"Mr.","Duarte","Ojeda","Volunteer","duarte.ojeda@hotmail.com","+(670) 5926-5813","Timor-Leste Red Cross Society","CVTL",,,,"Roruli","TL","Aileu","Remexio","Tulataqueo",-8.63093,125.74024
"Ms.","Elly ","Ramos","Volunteer","elly.ramos@hotmail.com","+(670) 2001-9096","Timor-Leste Red Cross Society","CVTL",,,,"Umaanaico","TL","Viqueque","Ossu","Ossu de Cima",-8.74062,126.37333
"Mr.","Paulo","Polainos","Volunteer","paulo.polainos@gmail.com","+(670) 4892-8097","Timor-Leste Red Cross Society","CVTL",,,,"Raeme","TL","Liquiçá","Maubara","Vatuvou",-8.6389,125.26465
"Mr.","Dominikus","Elo","Volunteer","dominikus.elo@hotmail.com","+(670) 2405-3491","Timor-Leste Red Cross Society","CVTL",,,,"Gulala","TL","Ainaro","Hatu-Udo","Foho-ai-Lico",-9.1762,125.6613
"Mr.","Augusto","Brites","Volunteer","augusto.brites@hotmail.com","+(670) 1418-2686","Timor-Leste Red Cross Society","CVTL",,,,"Chaiuacha Baru","TL","Lautem","Lospalos","Fuiloro",-8.52942,126.98185
"Ms.","Ercia","da Costa Mariz","Volunteer","ercia.dacostamariz@hotmail.com","+(670) 6363-1594","Timor-Leste Red Cross Society","CVTL",,,,"Tirilolo","TL","Lautem","Iliomar","Tirilolo",-8.69537,126.81376
"Mr.","Mariano","Soares","Volunteer","mariano.soares@gmail.com","+(670) 9341-5716","Timor-Leste Red Cross Society","CVTL",,,,"Ailebere","TL","Lautem","Iliomar","Ailebere",-8.71274,126.82146
"Mr.","Maria","Pascoela","Volunteer","maria.pascoela@hotmail.com","+(670) 2290-3678","Timor-Leste Red Cross Society","CVTL",,,,"Fatuuk","TL","Manatuto","Laclubar","Sanana'in",-8.64044,125.97612
"Mr.","Telma","Otilia","Volunteer","telma.otilia@yahoo.com","+(670) 4332-3390","Timor-Leste Red Cross Society","CVTL",,,,"Klaetlau","TL","Ermera","Ermera","Estado",-8.77599,125.44035
"Ms.","Domingos","Lafu","Volunteer","domingos.lafu@yahoo.com","+(670) 1498-8657","Timor-Leste Red Cross Society","CVTL",,,,"Holgeda","TL","Covalima","Zumalai","Tashilin",-9.1907,125.42756
"Mr.","Jaime","de Fatima ","Volunteer","jaime.defatima@gmail.com","+(670) 2476-5580","Timor-Leste Red Cross Society","CVTL",,,,"Taradae","TL","Viqueque","Watulari","Vessoru",-8.73515,126.64025
"Ms.","Cesar","Da Silva ","Volunteer","cesar.dasilva@hotmail.com","+(670) 9836-4657","Timor-Leste Red Cross Society","CVTL",,,,"Manu Amang","TL","Bobonaro","Maliana","Tapo/memo",-8.96007,125.11592
"Mr.","Florinda","da Costa","Volunteer","florinda.dacosta@yahoo.com","+(670) 3510-9069","Timor-Leste Red Cross Society","CVTL",,,,"Biahian","TL","Bobonaro","Atabae","Aidabaleten",-8.86252,125.04673
"Ms.","Maria","Cromos","Volunteer","maria.cromos@yahoo.com","+(670) 4960-4185","Timor-Leste Red Cross Society","CVTL",,,,"Kiubiole","TL","Oecusse","Oesilo","Bobometo",-9.37604,124.34891
"Ms.","Martinho","Jose da C.","Volunteer","martinho.josedac.@yahoo.com","+(670) 8615-4180","Timor-Leste Red Cross Society","CVTL",,,,"Karetamute","TL","Covalima","Zumalai","Tashilin",-9.17797,125.43813
"Mr.","Goku","Gusmão ","Volunteer","goku.gusmao@yahoo.com","+(670) 9948-2226","Timor-Leste Red Cross Society","CVTL",,,,"Sonomnasi","TL","Oecusse","Pante Macasar","Cunha",-9.3085,124.32566
"Ms.","Natalino","Soares","Volunteer","natalino.soares@hotmail.com","+(670) 6964-7376","Timor-Leste Red Cross Society","CVTL",,,,"Kaporo","TL","Lautem","Lautem","Maina II",-8.39192,126.91431
"Mr.","Donato","Pinheiro","Volunteer","donato.pinheiro@hotmail.com","+(670) 8903-3965","Timor-Leste Red Cross Society","CVTL",,,,"Hautbititalau","TL","Aileu","Liquidoe","Namoleso",-8.72248,125.65755
"Mr.","Ruben","Pereira","Volunteer","ruben.pereira@hotmail.com","+(670) 4042-6953","Timor-Leste Red Cross Society","CVTL",,,,"Lakonalbabu","TL","Covalima","Suai","Debos",-9.33831,125.20616
"Mr.","Joao","Bercamns","Volunteer","joao.bercamns@hotmail.com","+(670) 7126-6311","Timor-Leste Red Cross Society","CVTL",,,,"Uatumissa","TL","Baucau","Venilale","Uaiolo",-8.66471,126.42423
"Mr.","Mafalda","Gohan","Volunteer","mafalda.gohan@gmail.com","+(670) 2060-1532","Timor-Leste Red Cross Society","CVTL",,,,"Oemolo","TL","Oecusse","Pante Macasar","Lifau",-9.22737,124.31103
"Mr.","Apolonius","Alex","Volunteer","apolonius.alex@yahoo.com","+(670) 5585-6222","Timor-Leste Red Cross Society","CVTL",,,,"Biseo","TL","Oecusse","Pante Macasar","Cunha",-9.25821,124.32649
"Mr.","Jose","da Silva","Volunteer","jose.dasilva@hotmail.com","+(670) 6091-8888","Timor-Leste Red Cross Society","CVTL",,,,"Lauhare","TL","Baucau","Baguia","Lari Sula",-8.63714,126.72978
"Mr.","Eduardo","Rilo","Volunteer","eduardo.rilo@hotmail.com","+(670) 9984-3462","Timor-Leste Red Cross Society","CVTL",,,,"Caidabu","TL","Lautem","Iliomar","Fuat",-8.63494,126.84219
"Mr.","Marcos","Jose","Volunteer","marcos.jose@yahoo.com","+(670) 8514-6063","Timor-Leste Red Cross Society","CVTL",,,,"Nunudoi","TL","Bobonaro","Atabae","Atabae",-8.79555,125.2106
"Mr.","Lucio","Moises","Volunteer","lucio.moises@hotmail.com","+(670) 4453-1794","Timor-Leste Red Cross Society","CVTL",,,,"Aiaras","TL","Bobonaro","Bobonaro","Soilesu",-9.00278,125.35278
"Mr.","Mario","dos Santos","Volunteer","mario.dossantos@hotmail.com","+(670) 3902-6177","Timor-Leste Red Cross Society","CVTL",,,,"Marae","TL","Viqueque","Uatucarbau","Afaloicai",-8.65549,126.63834
"Ms.","Donato","Pinheiro","Volunteer","donato.pinheiro@hotmail.com","+(670) 7303-3044","Timor-Leste Red Cross Society","CVTL",,,,"Mauneno","TL","Ainaro","Ainaro","Mau-Nuno",-9.0433,125.47628
"Ms.","Tomas","F. Branco","Volunteer","tomas.f.branco@hotmail.com","+(670) 1296-9274","Timor-Leste Red Cross Society","CVTL",,,,"Matanova","TL","Ermera","Hatolia","Fatubessi",-8.73846,125.32105
"Ms.","Filomeno","Bruno","Volunteer","filomeno.bruno@hotmail.com","+(670) 8463-2073","Timor-Leste Red Cross Society","CVTL",,,,"Codo","TL","Lautem","Lautem","Maina II",-8.46687,126.8817
"Mr.","Maria","Idalina","Volunteer","maria.idalina@hotmail.com","+(670) 2220-4229","Timor-Leste Red Cross Society","CVTL",,,,"Samanaro","TL","Liquiçá","Maubara","Vatuvou",-8.64359,125.23961
"Ms.","Juliana","Fatima Rebelo","Volunteer","juliana.fatimarebelo@hotmail.com","+(670) 1712-6018","Timor-Leste Red Cross Society","CVTL",,,,"Perumnas","TL","Dili","Dom Aleixo","Bairo Pite",-8.5625,125.56306
"Ms.","Abrao","Maia","Volunteer","abrao.maia@gmail.com","+(670) 3832-7740","Timor-Leste Red Cross Society","CVTL",,,,"Nunuhle","TL","Oecusse","Pante Macasar","Naimeco",-9.28611,124.37778
"Mr.","Lourenco","Liub","Volunteer","lourenco.liub@gmail.com","+(670) 5045-9914","Timor-Leste Red Cross Society","CVTL",,,,"Raisoro","TL","Ainaro","Hatu-Udo","Leolima",-9.13087,125.59697
"Mr.","Alegria","de Araujo","Volunteer","alegria.dearaujo@hotmail.com","+(670) 3910-8049","Timor-Leste Red Cross Society","CVTL",,,,"Borala","TL","Viqueque","Ossu","Ossu de Cima",-8.73989,126.38879
"Mr.","Domingos","de Araujo","Volunteer","domingos.dearaujo@yahoo.com","+(670) 7246-1850","Timor-Leste Red Cross Society","CVTL",,,,"Uatolari","TL","Viqueque","Watulari","Babulo",-8.76294,126.57803
"Ms.","Martinho","Jose da C.","Volunteer","martinho.josedac.@gmail.com","+(670) 5503-8932","Timor-Leste Red Cross Society","CVTL",,,,"Uagabuta","TL","Viqueque","Uatucarbau","Irabin de Baixo",-8.70417,126.69306
"Ms.","Ruben","Pereira","Volunteer","ruben.pereira@hotmail.com","+(670) 3597-8839","Timor-Leste Red Cross Society","CVTL",,,,"Koilima","TL","Bobonaro","Atabae","Atabae",-8.83898,125.19505
"Mr.","Moises","Clara","Volunteer","moises.clara@hotmail.com","+(670) 8680-3419","Timor-Leste Red Cross Society","CVTL",,,,"Bazartete","TL","Liquiçá","Bazartete","Fatumasi",-8.62572,125.38338
"Mr.","Catarina","Helena","Volunteer","catarina.helena@yahoo.com","+(670) 3399-5606","Timor-Leste Red Cross Society","CVTL",,,,"Mabelis","TL","Bobonaro","Bobonaro","Leber",-9.09938,125.2738
"Ms.","Meliana","Cardoso","Volunteer","meliana.cardoso@yahoo.com","+(670) 8941-3383","Timor-Leste Red Cross Society","CVTL",,,,"Alooli","TL","Viqueque","Uatucarbau","Afaloicai",-8.692,126.64028
"Mr.","Cesar","Da Silva ","Volunteer","cesar.dasilva@gmail.com","+(670) 2432-3048","Timor-Leste Red Cross Society","CVTL",,,,"Flarsima","TL","Liquiçá","Maubara","Vatuboro",-8.70052,125.10796
"Mr.","Januario","Ximenes","Volunteer","januario.ximenes@hotmail.com","+(670) 9826-3933","Timor-Leste Red Cross Society","CVTL",,,,"Areain","TL","Manatuto","Laclubar","Batara",-8.73618,125.91627
"Ms.","Jose","da Silva","Volunteer","jose.dasilva@gmail.com","+(670) 1735-5591","Timor-Leste Red Cross Society","CVTL",,,,"Defadae","TL","Baucau","Quelicai","Macalaco",-8.58333,126.52222
"Mr.","Cláudia","Ximenes","Volunteer","claudia.ximenes@yahoo.com","+(670) 4648-7036","Timor-Leste Red Cross Society","CVTL",,,,"Baduro","TL","Lautem","Lautem","Baduro",-8.45349,126.89121
"Ms.","Bonifacio","Pereira","Volunteer","bonifacio.pereira@hotmail.com","+(670) 1474-2116","Timor-Leste Red Cross Society","CVTL",,,,"Culugia","TL","Baucau","Quelicai","Guruca",-8.57694,126.60164
"Mr.","Lauriano","da Costa","Volunteer","lauriano.dacosta@gmail.com","+(670) 6993-8083","Timor-Leste Red Cross Society","CVTL",,,,"Waidua","TL","Baucau","Baucau","Samalari",-8.52827,126.4811
"Mr.","Afonso","Alves","Volunteer","afonso.alves@hotmail.com","+(670) 3016-8414","Timor-Leste Red Cross Society","CVTL",,,,"Lemano","TL","Manufahi","Turiscai","Caimauc",-8.81389,125.70556
"Mr.","Joel","Uva","Volunteer","joel.uva@gmail.com","+(670) 1390-4054","Timor-Leste Red Cross Society","CVTL",,,,"Fasili","TL","Liquiçá","Maubara","Vatuboro",-8.65977,125.11422
"Mr.","Paulo","Polainos","Volunteer","paulo.polainos@yahoo.com","+(670) 5889-8592","Timor-Leste Red Cross Society","CVTL",,,,"Mata","TL","Lautem","Lautem","Com",-8.35651,127.0575
"Mr.","Catarina","Helena","Volunteer","catarina.helena@gmail.com","+(670) 8184-6671","Timor-Leste Red Cross Society","CVTL",,,,"Oepoko","TL","Oecusse","Pante Macasar","Lalisuc",-9.24436,124.35078
"Mr.","Maria","de Jesus","Volunteer","maria.dejesus@hotmail.com","+(670) 8062-8603","Timor-Leste Red Cross Society","CVTL",,,,"Laklo","TL","Ermera","Atsabe","Laclo",-8.92624,125.40066
"Ms.","Celestino","Nunes","Volunteer","celestino.nunes@yahoo.com","+(670) 1260-7640","Timor-Leste Red Cross Society","CVTL",,,,"Tarmausoru","TL","Ermera","Railaco","Matata",-8.69496,125.397
"Ms.","Domingos","Cune","Volunteer","domingos.cune@gmail.com","+(670) 2637-5078","Timor-Leste Red Cross Society","CVTL",,,,"Boralai","TL","Baucau","Quelicai","Afaca",-8.55183,126.60256
"Mr.","Dinis","Gomes","Volunteer","dinis.gomes@yahoo.com","+(670) 6453-5673","Timor-Leste Red Cross Society","CVTL",,,,"Tirilolo","TL","Baucau","Laga","Libagua",-8.49853,126.65531
"Ms.","Fernando","Goncalves","Volunteer","fernando.goncalves@gmail.com","+(670) 3757-3296","Timor-Leste Red Cross Society","CVTL",,,,"Fatubesi","TL","Manufahi","Fatuberliu","Clacuc",-9.02896,125.99788
"Mr.","Vanessa","Mondego","Volunteer","vanessa.mondego@hotmail.com","+(670) 6860-1356","Timor-Leste Red Cross Society","CVTL",,,,"Aimutin Laran","TL","Dili","Dom Aleixo","Comoro",-8.56115,125.54337
"Mr.","Ahmad","Jaelani","Volunteer","ahmad.jaelani@yahoo.com","+(670) 4309-9874","Timor-Leste Red Cross Society","CVTL",,,,"Raicala","TL","Ermera","Letefoho","Eraulo",-8.79031,125.43571
"Mr.","Liliana","Saboga","Volunteer","liliana.saboga@hotmail.com","+(670) 7144-1904","Timor-Leste Red Cross Society","CVTL",,,,"Hoineuai","TL","Baucau","Vemase","Ossoala",-8.58611,126.34028
"Mr.","Jose","da Costa Belo","Volunteer","jose.dacostabelo@yahoo.com","+(670) 9368-9258","Timor-Leste Red Cross Society","CVTL",,,,"Lebumeo","TL","Ermera","Hatolia","Fatubessi",-8.74444,125.30365
"Mr.","Xanana","Cabecinhas","Volunteer","xanana.cabecinhas@hotmail.com","+(670) 8733-2747","Timor-Leste Red Cross Society","CVTL",,,,"Badutmean","TL","Bobonaro","Balibo","Batugade",-8.989,124.94494
"Ms.","Acacio","Barros dos Reis","Volunteer","acacio.barrosdosreis@yahoo.com","+(670) 7938-8827","Timor-Leste Red Cross Society","CVTL",,,,"Serenica","TL","Lautem","Lautem","Parlamento",-8.34689,126.94464
"Mr.","Abril","Rodrigues","Volunteer","abril.rodrigues@yahoo.com","+(670) 1090-8337","Timor-Leste Red Cross Society","CVTL",,,,"Lori","TL","Lautem","Lospalos","Lore I",-8.66152,127.02607
"Mr.","Sandra","Maria","Volunteer","sandra.maria@hotmail.com","+(670) 8096-7174","Timor-Leste Red Cross Society","CVTL",,,,"Lourbaleten","TL","Bobonaro","Bobonaro","Lourba",-9.01506,125.3558
"Mr.","Manuela","Aparicio","Volunteer","manuela.aparicio@yahoo.com","+(670) 3042-1766","Timor-Leste Red Cross Society","CVTL",,,,"Bono","TL","Oecusse","Oesilo","Usi-Tacae",-9.37129,124.34711
"Mr.","Afonso","Alves","Volunteer","afonso.alves@gmail.com","+(670) 9338-7958","Timor-Leste Red Cross Society","CVTL",,,,"Kelapa","TL","Liquiçá","Liquiçá","Dato",-8.58979,125.31077
"Mr.","Angelino","M. Pereira","Volunteer","angelino.m.pereira@gmail.com","+(670) 3380-3209","Timor-Leste Red Cross Society","CVTL",,,,"Hatupae","TL","Ainaro","Maubisse","Maubisse",-8.83023,125.59742
"Mr.","Mariano","da Costa Belo","Volunteer","mariano.dacostabelo@hotmail.com","+(670) 7914-6312","Timor-Leste Red Cross Society","CVTL",,,,"Boleha","TL","Baucau","Laga","Tequino Mata",-8.50486,126.62209
